DFB Year,Region,Region Desc,Number of Fish,Species Code,Species Name,Management Area
2015,1,Southeastern Region,67066,410,"salmon, chinook",B
2015,1,Southeastern Region,56706,410,"salmon, chinook",C
2015,1,Southeastern Region,192770,410,"salmon, chinook",D
2015,1,Southeastern Region,483863,420,"salmon, sockeye",A
2015,1,Southeastern Region,766952,420,"salmon, sockeye",B
2015,1,Southeastern Region,216864,420,"salmon, sockeye",C
2015,1,Southeastern Region,61079,420,"salmon, sockeye",D
2015,1,Southeastern Region,458907,430,"salmon, coho",A
2015,1,Southeastern Region,504883,430,"salmon, coho",B
2015,1,Southeastern Region,567885,430,"salmon, coho",C
2015,1,Southeastern Region,629566,430,"salmon, coho",D
2015,1,Southeastern Region,10869882,440,"salmon, pink",A
2015,1,Southeastern Region,11901794,440,"salmon, pink",B
2015,1,Southeastern Region,5253588,440,"salmon, pink",C
2015,1,Southeastern Region,7136161,440,"salmon, pink",D
2015,1,Southeastern Region,3120770,450,"salmon, chum",A
2015,1,Southeastern Region,4727802,450,"salmon, chum",B
2015,1,Southeastern Region,804051,450,"salmon, chum",C
2015,1,Southeastern Region,2975012,450,"salmon, chum",D
2015,2,Central Region,24546,410,"salmon, chinook",E
2015,2,Central Region,11674,410,"salmon, chinook",H
2015,2,Central Region,56301,410,"salmon, chinook",T
2015,2,Central Region,3221714,420,"salmon, sockeye",E
2015,2,Central Region,2861429,420,"salmon, sockeye",H
2015,2,Central Region,36443189,420,"salmon, sockeye",T
2015,2,Central Region,224990,430,"salmon, coho",E
2015,2,Central Region,222607,430,"salmon, coho",H
2015,2,Central Region,37755,430,"salmon, coho",T
2015,2,Central Region,97343156,440,"salmon, pink",E
2015,2,Central Region,6436882,440,"salmon, pink",H
2015,2,Central Region,2151,440,"salmon, pink",T
2015,2,Central Region,2512481,450,"salmon, chum",E
2015,2,Central Region,390442,450,"salmon, chum",H
2015,2,Central Region,1096031,450,"salmon, chum",T
2015,3,A-Y-K Region,,410,"salmon, chinook",W
2015,3,A-Y-K Region,,410,"salmon, chinook",X
2015,3,A-Y-K Region,,410,"salmon, chinook",Y
2015,3,A-Y-K Region,,410,"salmon, chinook",Z
2015,3,A-Y-K Region,,420,"salmon, sockeye",W
2015,3,A-Y-K Region,,420,"salmon, sockeye",X
2015,3,A-Y-K Region,4119,420,"salmon, sockeye",Z
2015,3,A-Y-K Region,,430,"salmon, coho",W
2015,3,A-Y-K Region,,430,"salmon, coho",X
2015,3,A-Y-K Region,,430,"salmon, coho",Y
2015,3,A-Y-K Region,153929,430,"salmon, coho",Z
2015,3,A-Y-K Region,,440,"salmon, pink",X
2015,3,A-Y-K Region,,440,"salmon, pink",Y
2015,3,A-Y-K Region,,440,"salmon, pink",Z
2015,3,A-Y-K Region,,450,"salmon, chum",W
2015,3,A-Y-K Region,,450,"salmon, chum",X
2015,3,A-Y-K Region,,450,"salmon, chum",Y
2015,3,A-Y-K Region,147497,450,"salmon, chum",Z
2015,4,Westward Region,8380,410,"salmon, chinook",K
2015,4,Westward Region,9204,410,"salmon, chinook",L
2015,4,Westward Region,56585,410,"salmon, chinook",M
2015,4,Westward Region,3103703,420,"salmon, sockeye",K
2015,4,Westward Region,1552495,420,"salmon, sockeye",L
2015,4,Westward Region,5946541,420,"salmon, sockeye",M
2015,4,Westward Region,397696,430,"salmon, coho",K
2015,4,Westward Region,82054,430,"salmon, coho",L
2015,4,Westward Region,329076,430,"salmon, coho",M
2015,4,Westward Region,33029000,440,"salmon, pink",K
2015,4,Westward Region,1978211,440,"salmon, pink",L
2015,4,Westward Region,16727647,440,"salmon, pink",M
2015,4,Westward Region,771383,450,"salmon, chum",K
2015,4,Westward Region,101017,450,"salmon, chum",L
2015,4,Westward Region,872421,450,"salmon, chum",M
2016,0,,,420,"salmon, sockeye",9
2016,0,,,450,"salmon, chum",9
2016,1,Southeastern Region,21804,410,"salmon, chinook",A
2016,1,Southeastern Region,71152,410,"salmon, chinook",B
2016,1,Southeastern Region,36695,410,"salmon, chinook",C
2016,1,Southeastern Region,183293,410,"salmon, chinook",D
2016,1,Southeastern Region,655868,420,"salmon, sockeye",A
2016,1,Southeastern Region,640236,420,"salmon, sockeye",B
2016,1,Southeastern Region,200377,420,"salmon, sockeye",C
2016,1,Southeastern Region,9497,420,"salmon, sockeye",D
2016,1,Southeastern Region,339648,430,"salmon, coho",A
2016,1,Southeastern Region,626700,430,"salmon, coho",B
2016,1,Southeastern Region,295537,430,"salmon, coho",C
2016,1,Southeastern Region,1069188,430,"salmon, coho",D
2016,1,Southeastern Region,314562,440,"salmon, pink",A
2016,1,Southeastern Region,14802543,440,"salmon, pink",B
2016,1,Southeastern Region,1498683,440,"salmon, pink",C
2016,1,Southeastern Region,1780209,440,"salmon, pink",D
2016,1,Southeastern Region,2758968,450,"salmon, chum",A
2016,1,Southeastern Region,3381746,450,"salmon, chum",B
2016,1,Southeastern Region,930677,450,"salmon, chum",C
2016,1,Southeastern Region,2045873,450,"salmon, chum",D
2016,2,Central Region,13459,410,"salmon, chinook",E
2016,2,Central Region,10947,410,"salmon, chinook",H
2016,2,Central Region,35036,410,"salmon, chinook",T
2016,2,Central Region,1989245,420,"salmon, sockeye",E
2016,2,Central Region,2602135,420,"salmon, sockeye",H
2016,2,Central Region,37602791,420,"salmon, sockeye",T
2016,2,Central Region,483960,430,"salmon, coho",E
2016,2,Central Region,149757,430,"salmon, coho",H
2016,2,Central Region,90961,430,"salmon, coho",T
2016,2,Central Region,13060445,440,"salmon, pink",E
2016,2,Central Region,485525,440,"salmon, pink",H
2016,2,Central Region,768841,440,"salmon, pink",T
2016,2,Central Region,3171744,450,"salmon, chum",E
2016,2,Central Region,198286,450,"salmon, chum",H
2016,2,Central Region,969484,450,"salmon, chum",T
2016,3,A-Y-K Region,,410,"salmon, chinook",W
2016,3,A-Y-K Region,,410,"salmon, chinook",X
2016,3,A-Y-K Region,,410,"salmon, chinook",Y
2016,3,A-Y-K Region,,410,"salmon, chinook",Z
2016,3,A-Y-K Region,,420,"salmon, sockeye",W
2016,3,A-Y-K Region,,420,"salmon, sockeye",X
2016,3,A-Y-K Region,,420,"salmon, sockeye",Z
2016,3,A-Y-K Region,,430,"salmon, coho",W
2016,3,A-Y-K Region,,430,"salmon, coho",X
2016,3,A-Y-K Region,,430,"salmon, coho",Y
2016,3,A-Y-K Region,102897,430,"salmon, coho",Z
2016,3,A-Y-K Region,,440,"salmon, pink",W
2016,3,A-Y-K Region,,440,"salmon, pink",X
2016,3,A-Y-K Region,,440,"salmon, pink",Y
2016,3,A-Y-K Region,208978,440,"salmon, pink",Z
2016,3,A-Y-K Region,,450,"salmon, chum",W
2016,3,A-Y-K Region,400435,450,"salmon, chum",X
2016,3,A-Y-K Region,,450,"salmon, chum",Y
2016,3,A-Y-K Region,51178,450,"salmon, chum",Z
2016,4,Westward Region,7721,410,"salmon, chinook",K
2016,4,Westward Region,20719,410,"salmon, chinook",L
2016,4,Westward Region,17669,410,"salmon, chinook",M
2016,4,Westward Region,2079482,420,"salmon, sockeye",K
2016,4,Westward Region,1394091,420,"salmon, sockeye",L
2016,4,Westward Region,6001334,420,"salmon, sockeye",M
2016,4,Westward Region,208580,430,"salmon, coho",K
2016,4,Westward Region,94397,430,"salmon, coho",L
2016,4,Westward Region,266949,430,"salmon, coho",M
2016,4,Westward Region,3317326,440,"salmon, pink",K
2016,4,Westward Region,140913,440,"salmon, pink",L
2016,4,Westward Region,2906702,440,"salmon, pink",M
2016,4,Westward Region,405084,450,"salmon, chum",K
2016,4,Westward Region,118435,450,"salmon, chum",L
2016,4,Westward Region,521201,450,"salmon, chum",M
2016,,,,450,"salmon, chum",
2017,0,,,420,"salmon, sockeye",9
2017,1,Southeastern Region,16978,410,"salmon, chinook",A
2017,1,Southeastern Region,33375,410,"salmon, chinook",B
2017,1,Southeastern Region,41048,410,"salmon, chinook",C
2017,1,Southeastern Region,81859,410,"salmon, chinook",D
2017,1,Southeastern Region,500638,420,"salmon, sockeye",A
2017,1,Southeastern Region,179572,420,"salmon, sockeye",B
2017,1,Southeastern Region,89234,420,"salmon, sockeye",C
2017,1,Southeastern Region,32130,420,"salmon, sockeye",D
2017,1,Southeastern Region,704064,430,"salmon, coho",A
2017,1,Southeastern Region,456720,430,"salmon, coho",B
2017,1,Southeastern Region,303488,430,"salmon, coho",C
2017,1,Southeastern Region,1417307,430,"salmon, coho",D
2017,1,Southeastern Region,11651816,440,"salmon, pink",A
2017,1,Southeastern Region,7824145,440,"salmon, pink",B
2017,1,Southeastern Region,5556344,440,"salmon, pink",C
2017,1,Southeastern Region,9794280,440,"salmon, pink",D
2017,1,Southeastern Region,5195530,450,"salmon, chum",A
2017,1,Southeastern Region,2476391,450,"salmon, chum",B
2017,1,Southeastern Region,934422,450,"salmon, chum",C
2017,1,Southeastern Region,2824471,450,"salmon, chum",D
2017,2,Central Region,15194,410,"salmon, chinook",E
2017,2,Central Region,8338,410,"salmon, chinook",H
2017,2,Central Region,43208,410,"salmon, chinook",T
2017,2,Central Region,1437547,420,"salmon, sockeye",E
2017,2,Central Region,2149701,420,"salmon, sockeye",H
2017,2,Central Region,38792041,420,"salmon, sockeye",T
2017,2,Central Region,558933,430,"salmon, coho",E
2017,2,Central Region,319651,430,"salmon, coho",H
2017,2,Central Region,240980,430,"salmon, coho",T
2017,2,Central Region,48590190,440,"salmon, pink",E
2017,2,Central Region,2186409,440,"salmon, pink",H
2017,2,Central Region,34578,440,"salmon, pink",T
2017,2,Central Region,5392186,450,"salmon, chum",E
2017,2,Central Region,442618,450,"salmon, chum",H
2017,2,Central Region,1494678,450,"salmon, chum",T
2017,3,A-Y-K Region,,410,"salmon, chinook",X
2017,3,A-Y-K Region,6287,410,"salmon, chinook",Y
2017,3,A-Y-K Region,538,410,"salmon, chinook",Z
2017,3,A-Y-K Region,,420,"salmon, sockeye",W
2017,3,A-Y-K Region,,420,"salmon, sockeye",X
2017,3,A-Y-K Region,,420,"salmon, sockeye",Y
2017,3,A-Y-K Region,2975,420,"salmon, sockeye",Z
2017,3,A-Y-K Region,,430,"salmon, coho",W
2017,3,A-Y-K Region,,430,"salmon, coho",X
2017,3,A-Y-K Region,,430,"salmon, coho",Y
2017,3,A-Y-K Region,,430,"salmon, coho",Z
2017,3,A-Y-K Region,,440,"salmon, pink",X
2017,3,A-Y-K Region,,440,"salmon, pink",Y
2017,3,A-Y-K Region,20321,440,"salmon, pink",Z
2017,3,A-Y-K Region,,450,"salmon, chum",W
2017,3,A-Y-K Region,463953,450,"salmon, chum",X
2017,3,A-Y-K Region,732263,450,"salmon, chum",Y
2017,3,A-Y-K Region,163473,450,"salmon, chum",Z
2017,4,Westward Region,7414,410,"salmon, chinook",K
2017,4,Westward Region,3946,410,"salmon, chinook",L
2017,4,Westward Region,15368,410,"salmon, chinook",M
2017,4,Westward Region,2480328,420,"salmon, sockeye",K
2017,4,Westward Region,897489,420,"salmon, sockeye",L
2017,4,Westward Region,7115768,420,"salmon, sockeye",M
2017,4,Westward Region,370560,430,"salmon, coho",K
2017,4,Westward Region,226829,430,"salmon, coho",L
2017,4,Westward Region,362133,430,"salmon, coho",M
2017,4,Westward Region,27537320,440,"salmon, pink",K
2017,4,Westward Region,7077924,440,"salmon, pink",L
2017,4,Westward Region,21901916,440,"salmon, pink",M
2017,4,Westward Region,1903604,450,"salmon, chum",K
2017,4,Westward Region,609236,450,"salmon, chum",L
2017,4,Westward Region,2049717,450,"salmon, chum",M
2018,0,,,420,"salmon, sockeye",9
2018,1,Southeastern Region,21157,410,"salmon, chinook",A
2018,1,Southeastern Region,37955,410,"salmon, chinook",B
2018,1,Southeastern Region,28938,410,"salmon, chinook",C
2018,1,Southeastern Region,77388,410,"salmon, chinook",D
2018,1,Southeastern Region,346868,420,"salmon, sockeye",A
2018,1,Southeastern Region,212889,420,"salmon, sockeye",B
2018,1,Southeastern Region,44941,420,"salmon, sockeye",C
2018,1,Southeastern Region,32198,420,"salmon, sockeye",D
2018,1,Southeastern Region,282833,430,"salmon, coho",A
2018,1,Southeastern Region,403893,430,"salmon, coho",B
2018,1,Southeastern Region,223815,430,"salmon, coho",C
2018,1,Southeastern Region,694521,430,"salmon, coho",D
2018,1,Southeastern Region,154570,440,"salmon, pink",A
2018,1,Southeastern Region,3819033,440,"salmon, pink",B
2018,1,Southeastern Region,2058334,440,"salmon, pink",C
2018,1,Southeastern Region,2064837,440,"salmon, pink",D
2018,1,Southeastern Region,2760097,450,"salmon, chum",A
2018,1,Southeastern Region,2131167,450,"salmon, chum",B
2018,1,Southeastern Region,1021789,450,"salmon, chum",C
2018,1,Southeastern Region,5571448,450,"salmon, chum",D
2018,2,Central Region,8553,410,"salmon, chinook",E
2018,2,Central Region,3787,410,"salmon, chinook",H
2018,2,Central Region,46244,410,"salmon, chinook",T
2018,2,Central Region,1318539,420,"salmon, sockeye",E
2018,2,Central Region,1157933,420,"salmon, sockeye",H
2018,2,Central Region,41952080,420,"salmon, sockeye",T
2018,2,Central Region,526760,430,"salmon, coho",E
2018,2,Central Region,249409,430,"salmon, coho",H
2018,2,Central Region,161998,430,"salmon, coho",T
2018,2,Central Region,24028534,440,"salmon, pink",E
2018,2,Central Region,1691286,440,"salmon, pink",H
2018,2,Central Region,244267,440,"salmon, pink",T
2018,2,Central Region,3468531,450,"salmon, chum",E
2018,2,Central Region,164505,450,"salmon, chum",H
2018,2,Central Region,1637130,450,"salmon, chum",T
2018,3,A-Y-K Region,,410,"salmon, chinook",X
2018,3,A-Y-K Region,3393,410,"salmon, chinook",Y
2018,3,A-Y-K Region,,410,"salmon, chinook",Z
2018,3,A-Y-K Region,,420,"salmon, sockeye",W
2018,3,A-Y-K Region,,420,"salmon, sockeye",X
2018,3,A-Y-K Region,3,420,"salmon, sockeye",Y
2018,3,A-Y-K Region,,420,"salmon, sockeye",Z
2018,3,A-Y-K Region,,430,"salmon, coho",W
2018,3,A-Y-K Region,,430,"salmon, coho",X
2018,3,A-Y-K Region,106587,430,"salmon, coho",Y
2018,3,A-Y-K Region,,430,"salmon, coho",Z
2018,3,A-Y-K Region,,440,"salmon, pink",W
2018,3,A-Y-K Region,,440,"salmon, pink",X
2018,3,A-Y-K Region,,440,"salmon, pink",Y
2018,3,A-Y-K Region,,440,"salmon, pink",Z
2018,3,A-Y-K Region,,450,"salmon, chum",W
2018,3,A-Y-K Region,695187,450,"salmon, chum",X
2018,3,A-Y-K Region,576269,450,"salmon, chum",Y
2018,3,A-Y-K Region,,450,"salmon, chum",Z
2018,4,Westward Region,3994,410,"salmon, chinook",K
2018,4,Westward Region,20126,410,"salmon, chinook",M
2018,4,Westward Region,1828786,420,"salmon, sockeye",K
2018,4,Westward Region,,420,"salmon, sockeye",L
2018,4,Westward Region,3716996,420,"salmon, sockeye",M
2018,4,Westward Region,442368,430,"salmon, coho",K
2018,4,Westward Region,,430,"salmon, coho",L
2018,4,Westward Region,380171,430,"salmon, coho",M
2018,4,Westward Region,6168958,440,"salmon, pink",K
2018,4,Westward Region,,440,"salmon, pink",L
2018,4,Westward Region,806611,440,"salmon, pink",M
2018,4,Westward Region,464240,450,"salmon, chum",K
2018,4,Westward Region,924,450,"salmon, chum",L
2018,4,Westward Region,1160689,450,"salmon, chum",M
2019,0,,,420,"salmon, sockeye",9
2019,1,Southeastern Region,15120,410,"salmon, chinook",A
2019,1,Southeastern Region,41889,410,"salmon, chinook",B
2019,1,Southeastern Region,22710,410,"salmon, chinook",C
2019,1,Southeastern Region,106399,410,"salmon, chinook",D
2019,1,Southeastern Region,506517,420,"salmon, sockeye",A
2019,1,Southeastern Region,394829,420,"salmon, sockeye",B
2019,1,Southeastern Region,56253,420,"salmon, sockeye",C
2019,1,Southeastern Region,54138,420,"salmon, sockeye",D
2019,1,Southeastern Region,276685,430,"salmon, coho",A
2019,1,Southeastern Region,380434,430,"salmon, coho",B
2019,1,Southeastern Region,226021,430,"salmon, coho",C
2019,1,Southeastern Region,834156,430,"salmon, coho",D
2019,1,Southeastern Region,371909,440,"salmon, pink",A
2019,1,Southeastern Region,15511713,440,"salmon, pink",B
2019,1,Southeastern Region,3686786,440,"salmon, pink",C
2019,1,Southeastern Region,1595306,440,"salmon, pink",D
2019,1,Southeastern Region,2064834,450,"salmon, chum",A
2019,1,Southeastern Region,1539849,450,"salmon, chum",B
2019,1,Southeastern Region,1654579,450,"salmon, chum",C
2019,1,Southeastern Region,4110460,450,"salmon, chum",D
2019,2,Central Region,20074,410,"salmon, chinook",E
2019,2,Central Region,3884,410,"salmon, chinook",H
2019,2,Central Region,35096,410,"salmon, chinook",T
2019,2,Central Region,2602446,420,"salmon, sockeye",E
2019,2,Central Region,1992384,420,"salmon, sockeye",H
2019,2,Central Region,43039487,420,"salmon, sockeye",T
2019,2,Central Region,528676,430,"salmon, coho",E
2019,2,Central Region,179339,430,"salmon, coho",H
2019,2,Central Region,81090,430,"salmon, coho",T
2019,2,Central Region,48720914,440,"salmon, pink",E
2019,2,Central Region,2050952,440,"salmon, pink",H
2019,2,Central Region,6848,440,"salmon, pink",T
2019,2,Central Region,5381504,450,"salmon, chum",E
2019,2,Central Region,185297,450,"salmon, chum",H
2019,2,Central Region,1394749,450,"salmon, chum",T
2019,3,A-Y-K Region,,410,"salmon, chinook",X
2019,3,A-Y-K Region,,410,"salmon, chinook",Y
2019,3,A-Y-K Region,,410,"salmon, chinook",Z
2019,3,A-Y-K Region,,420,"salmon, sockeye",W
2019,3,A-Y-K Region,,420,"salmon, sockeye",X
2019,3,A-Y-K Region,,420,"salmon, sockeye",Z
2019,3,A-Y-K Region,,430,"salmon, coho",W
2019,3,A-Y-K Region,,430,"salmon, coho",X
2019,3,A-Y-K Region,,430,"salmon, coho",Y
2019,3,A-Y-K Region,,430,"salmon, coho",Z
2019,3,A-Y-K Region,,440,"salmon, pink",W
2019,3,A-Y-K Region,2743,440,"salmon, pink",X
2019,3,A-Y-K Region,,440,"salmon, pink",Y
2019,3,A-Y-K Region,,440,"salmon, pink",Z
2019,3,A-Y-K Region,,450,"salmon, chum",W
2019,3,A-Y-K Region,494622,450,"salmon, chum",X
2019,3,A-Y-K Region,,450,"salmon, chum",Y
2019,3,A-Y-K Region,158474,450,"salmon, chum",Z
2019,4,Westward Region,7741,410,"salmon, chinook",K
2019,4,Westward Region,,410,"salmon, chinook",L
2019,4,Westward Region,27665,410,"salmon, chinook",M
2019,4,Westward Region,2187168,420,"salmon, sockeye",K
2019,4,Westward Region,,420,"salmon, sockeye",L
2019,4,Westward Region,4046734,420,"salmon, sockeye",M
2019,4,Westward Region,397460,430,"salmon, coho",K
2019,4,Westward Region,,430,"salmon, coho",L
2019,4,Westward Region,566202,430,"salmon, coho",M
2019,4,Westward Region,33225767,440,"salmon, pink",K
2019,4,Westward Region,,440,"salmon, pink",L
2019,4,Westward Region,21180054,440,"salmon, pink",M
2019,4,Westward Region,554425,450,"salmon, chum",K
2019,4,Westward Region,,450,"salmon, chum",L
2019,4,Westward Region,1404825,450,"salmon, chum",M
2020,1,Southeastern Region,,410,"salmon, chinook",A
2020,1,Southeastern Region,250,410,"salmon, chinook",B
2020,1,Southeastern Region,1394,410,"salmon, chinook",C
2020,1,Southeastern Region,2154,410,"salmon, chinook",D
,1,Southeastern Region,,450,"salmon, chum",B
