"year","wind.stress","ssh","KS.slp.diff","salinity.20m","54N.134W","57N.137W","60N.146W","60N.149W","egoa.spr.sst","egoa.win.sst","wgoa.spr.sst","wgoa.win.sst","papa.index"
1960,0.0969274893608663,0.116519943327393,13.9070231119792,NA,-9.33333333333333,-8.33333333333333,-1,0.333333333333333,0.259646115770295,0.880946360234456,0.246299324175286,0.448479144192,56.912
1961,0.0969126661085222,0.124924563022092,12.3538411458333,NA,-14,-14.3333333333333,-0.666666666666667,0.333333333333333,0.980613691849248,0.63051732265331,0.882383431315843,0.00385857676330392,59.619
1962,0.078493444392865,0.0668606752170155,7.62095133463542,NA,1.33333333333333,-0.333333333333333,3.33333333333333,2.33333333333333,0.541715544369493,0.348728783482429,0.105336594080716,-0.160819204972484,52.124
1963,0.0988219780642336,0.0824363124854111,8.25858561197917,NA,4.66666666666667,0,13.6666666666667,13.6666666666667,1.17511132260059,1.20679127749856,0.371111225143426,0.387766491310693,58.318
1964,0.0958097218221416,0.0742131129662637,10.3017171223958,NA,0.666666666666667,-0.666666666666667,3,1,-0.535210695474844,0.772380364013883,-0.351724671500359,0.847135472590674,58.22
1965,0.0893844583702808,0.0780605455284415,5.08406575520833,NA,0.333333333333333,-3,9,6.66666666666667,-1.03085243504265,-0.714649737104081,-0.819322032548344,-0.713495927772974,50.386
1966,0.08688235250982,0.102937506213676,4.0008544921875,NA,4.33333333333333,6.33333333333333,15.3333333333333,12,-0.423429633745408,0.0221367599946321,-0.581710014360401,-0.11334890273379,50.677
1967,0.0902756522030307,0.0618201579786559,2.72690836588542,NA,7.66666666666667,6,9.66666666666667,8.33333333333333,0.233481886107085,-0.201153990381693,0.24456614245815,-0.280423282983204,52.128
1968,0.0947069109985321,0.128261460869598,3.94720458984375,NA,-4.33333333333333,-2.66666666666667,0.333333333333333,0.333333333333333,0.134827892871773,0.0909724212993519,0.324639298696537,0.0815328652528786,54.059
1969,0.08836813731228,0.122277842570346,5.20218912760417,NA,-4.66666666666667,-4.33333333333333,5,6.33333333333333,-0.691949158950894,-1.1413593200058,-0.474296634525183,-0.722076744443343,47.16
1970,0.108189028772023,0.144889921659055,11.7917277018229,NA,-19.6666666666667,-14,4.33333333333333,4.33333333333333,0.16449687255188,0.526417043718957,0.287468796939341,0.737687798499844,59.623
1971,0.0920970980014152,0.0997447935167953,2.62361653645833,31.719,3.33333333333333,-7,5,5.33333333333333,-1.22568946410125,-0.446545650494706,-1.43869856885982,-0.0948689549154283,50.858
1972,0.0920446948806247,0.0801280154852746,4.09840901692708,31.995,-0.666666666666667,-1.33333333333333,6.33333333333333,4.33333333333333,-0.778205328321081,-1.26418377225847,-1.46086345232965,-1.31342283250931,48.873
1973,0.0823042070919173,0.106723983073009,5.49399820963542,NA,-26,-17.3333333333333,1.66666666666667,0,-0.354324403599241,-0.605272086531452,-0.457626145278979,-0.652301517503502,53.182
1974,0.0977639806789384,0.105220273027226,2.50142415364583,31.7596666666667,-6,0,8,5.66666666666667,-0.31148379416416,-0.832641968764126,-0.339382999920093,-0.562654254012564,54.093
1975,0.0821281710675425,0.103377280324671,10.4314982096354,31.4883333333333,-7,-7.33333333333333,3,1.33333333333333,-1.02812035576321,-0.360946419164287,-0.986694003281076,-0.164852726420747,51.892
1976,0.0763220891824929,0.0871711926146147,9.12884521484375,31.6535,-25.3333333333333,-11.6666666666667,2,1.33333333333333,-0.891544560725381,-0.827968973288513,-0.668804432420773,-0.571831579900606,56.161
1977,0.111955957949586,0.124049123232548,17.3314005533854,30.883,-6,0,2,2.33333333333333,0.288324057697497,0.757502851995676,0.587993100579845,0.537792779506314,59.962
1978,0.104001946547726,0.150284910639023,5.10394287109375,31.4485,3,0,13.3333333333333,12.6666666666667,0.507071595262879,-0.0578143402640541,0.185831042775668,-0.279821315684817,55.095
1979,0.0943944487938525,0.0926554228018274,9.61104329427083,31.5438,-14.6666666666667,-13,1.66666666666667,0.666666666666667,0.296486389487946,-0.0689848161421263,0.526088101036194,0.420785224070678,55.719
1980,0.123045007607903,0.159516402762948,8.48246256510417,NA,2.33333333333333,1.66666666666667,3.66666666666667,6.66666666666667,0.139577762465547,0.465025794968182,0.0939269338315611,0.373615459827778,55.2
1981,0.0849103482829263,0.187142873713464,11.252685546875,NA,-3.66666666666667,-2.66666666666667,2.66666666666667,4,0.876009984838963,0.745678153600563,1.5041158614118,0.279806002348333,58.828
1982,0.10778528879656,0.140133260596882,7.36897786458333,31.678,0.666666666666667,-4.66666666666667,2.33333333333333,3.66666666666667,-0.581847712872015,0.198344549987278,-0.692339836942569,0.399440505169265,50.642
1983,0.103239544036206,0.2102792388562,10.6769002278646,31.2561666666667,-6.33333333333333,-5.33333333333333,-2.66666666666667,-2.33333333333333,1.37460927241316,0.762049099615908,1.11377338218775,0.447546295020115,59.985
1984,0.103393153259463,0.164484817196022,7.85693359375,NA,-14.3333333333333,-10,0,-0.333333333333333,0.551329847953005,0.977983182620662,1.17416152399891,0.990916042485896,57.881
1985,0.0998184355482986,0.0857115318603588,10.2679443359375,31.161,-3.33333333333333,-4.33333333333333,1.66666666666667,1,-0.498592943951799,0.404955231758325,-0.48606129228157,1.09049139203051,51.845
1986,0.0846233598108626,0.150062321713476,11.3965250651042,31.343,-11,-8.33333333333333,1.66666666666667,1.66666666666667,0.16068280353541,-0.149776689638378,-0.209236606572666,0.220200513304564,58.294
1987,0.0860690822207498,0.163420553369956,13.8614908854167,31.0505,-25.6666666666667,-28.6666666666667,-5.33333333333333,-5.66666666666667,0.268803155615913,1.25111019515121,0.621154299877086,1.35852337540535,60.031
1988,0.142196804991439,0.146047193647334,10.5709635416667,31.0326666666667,-25.6666666666667,-18.6666666666667,-2.33333333333333,-1,0.388537269776019,0.932612086353958,0.336396620668013,0.777538891836658,53.998
1989,0.073178621448449,0.0672250786626881,10.0511271158854,31.687,0.666666666666667,0.666666666666667,2.66666666666667,2.33333333333333,0.347109115978429,-0.193454628045171,0.212181758589854,-0.0328099918753648,50.999
1990,0.0974286143436925,0.0914312564739675,10.31689453125,31.479,3,1.66666666666667,4.33333333333333,4.66666666666667,0.460221999429105,0.0817551183669504,0.356878387100512,0.0199555624178685,59.24
1991,0.104890947984747,0.0865971234937509,3.83951822916667,31.535,-1,-1,1.66666666666667,3,0.0327449220859951,-0.264544123835972,-0.183230935946176,-0.132293384105288,57.231
1992,0.0962715327284741,0.161931249679941,13.4372151692708,31.1016666666667,3,-1,3.66666666666667,3,0.74654904159696,0.83679158882238,0.0652987548712755,0.394805090170982,59.71
1993,0.0925347362977501,0.123123903708024,7.97591145833333,31.062,6.66666666666667,3.66666666666667,4.33333333333333,3,0.98227297830974,0.323550329404825,0.786823810739522,0.0294883827978365,48.728
1994,0.0912758562960405,0.11241134969574,11.1377766927083,31.331,-9.66666666666667,-9.33333333333333,-1,-0.666666666666667,0.878994636240496,0.912913451043631,0.471128208394438,1.02427660394137,59.718
1995,0.092318821186843,0.142603595148433,7.57958984375,31.3025,1.33333333333333,-0.666666666666667,2.66666666666667,1.33333333333333,0.607174787167285,-0.128338136047773,-0.161877359079326,-0.313560925988226,54.764
1996,0.0843563695645291,0.0999154043694337,3.36930338541667,31.6095,-1.66666666666667,1,3,2.66666666666667,0.374587251105941,0.18182584813395,0.65065642263723,0.00151847330044597,53.916
1997,0.10236969608099,0.0931092201167661,5.55128987630208,31.2326666666667,-10.6666666666667,-4.33333333333333,2.33333333333333,4.33333333333333,0.735345957501266,-0.309414059036489,0.731852926768591,-0.0850575111033274,57.198
1998,0.108013224759573,0.212428851425648,11.3330485026042,31.051,21.6666666666667,14,8.66666666666667,10,1.13221827829192,1.63530778814894,0.676046930916158,0.944428946910152,59.582
1999,0.106945671492127,0.118523931029168,6.74287923177083,31.653,-22.3333333333333,-16.6666666666667,0.333333333333333,1.33333333333333,-0.604408566201601,0.498789110110216,-0.71194823177088,0.57466428325006,54.274
2000,0.0954998017673797,0.116827101305579,11.9504597981771,31.0254285714286,-2.66666666666667,-5,0.666666666666667,0.333333333333333,0.269900110787003,-0.0293037469317848,0.262718342311879,-0.429450024575573,55.366
2001,0.09644024615649,0.123249307500594,13.7721761067708,31.225,-28.6666666666667,-24.6666666666667,0.666666666666667,2.33333333333333,-0.124672434162741,0.458809453607561,0.59648754212405,0.59423927607761,57.03
2002,0.0865746211708076,0.128471857286764,9.8465576171875,31.4695,-13,-12,1,2.66666666666667,-0.113920444770768,-0.322999874811842,0.223488502158965,-0.250760600231072,51.239
2003,0.0822194243744416,0.172614950754426,10.6360066731771,30.8858888888889,-7,-9,2.66666666666667,2.33333333333333,1.18713619442676,1.70617604086248,0.806312621754466,1.67372562579487,55.748
2004,0.120440336618703,0.150558385614193,6.89272054036458,31.276,3,3.66666666666667,2.66666666666667,1.66666666666667,1.35271262414346,0.394482231235819,0.770341761634478,0.284071806632565,54.614
2005,0.0729774413646842,0.0520912239059919,9.56172688802083,30.9443333333333,-4.66666666666667,-4.66666666666667,-2,-0.333333333333333,1.77253243178951,0.489995722366968,1.53750968800749,0.419527006176687,53.29
2006,0.0802169703442838,0.0921071032005729,10.7076619466146,31.1213333333333,-8.66666666666667,-3,3.33333333333333,3.66666666666667,0.580120414680111,0.503703966914929,0.290680306512706,0.0367174012512204,55.42
2007,0.109406502022702,0.0533585746742602,9.50608317057292,31.578,-17.3333333333333,-8.66666666666667,-2,-0.333333333333333,-0.305936384937242,-0.244733489609972,-0.403144584093086,-0.526680596984582,56.745
2008,0.0913524778626267,0.0416006225557243,9.23531087239583,31.1005,-11,-5.33333333333333,-1.33333333333333,2,-0.706642926088147,-0.628503724822472,-0.500785528135868,-0.51369617244884,51.95
2009,0.0720933471548351,0.0255722975878708,8.33624267578125,31.3776666666667,8.33333333333333,7,1.66666666666667,3.33333333333333,0.0437631707996377,-0.525455902785839,-0.292271031359206,-0.757429912733859,51.94
2010,0.114102422291252,0.134463474470558,9.76727294921875,31.2453333333333,-1.66666666666667,-9,0.666666666666667,4.33333333333333,0.565304872005489,0.51819727315984,0.322606705062876,0.304382776888238,54.747
2011,0.0840576032578167,0.0208524702371726,6.70094807942708,31.484,-5.66666666666667,-1,1,4.33333333333333,0.476953676747922,0.423197160633866,0.403559757986573,0.278258178720366,49.459
2012,0.0909819095871839,0.0413298400158634,10.6034342447917,31.3795,-18,-22.3333333333333,-3.33333333333333,2,-0.331015581713616,-0.521422095430814,-0.398105390982476,-0.741615232318171,58.846
2013,0.0811151497642695,0.0376598498249553,7.84124755859375,31.24225,6.33333333333333,0.666666666666667,2.66666666666667,5.66666666666667,0.317132624596256,0.197115811120078,-0.0556408886207161,0.012349328097499,51.375
2014,0.0620353703864094,0.0265577682178418,8.92946370442708,31.1245,-2.33333333333333,-6.66666666666667,-2,1.66666666666667,1.32899148199584,0.474671251221021,1.42507618924474,0.805194635759374,58.423
2015,0.0833166130943499,0.120571445967212,9.79534912109375,31.007,10.6666666666667,1.33333333333333,0.666666666666667,5.66666666666667,2.1240190286424,2.30441974828348,1.86430026512079,1.97531788447556,57.072
2016,0.126220315662204,0.147536497946941,11.8746744791667,30.861,0.666666666666667,-2.66666666666667,0.333333333333333,3,2.24909836093399,1.85313279903605,2.18466652132956,1.70103215901536,58.778
2017,0.0613242582380002,0.0487042236706298,7.79750569661458,31.673,-16,-12,-4.66666666666667,1,0.837812308080158,1.25139207381179,0.776899545463566,1.25599783232426,47.105
2018,0.0698292196094703,0.0318391362533227,6.5352783203125,NA,11,0.333333333333333,5,11.3333333333333,1.08545798614811,0.750345791171566,0.859647747107625,0.773366875044229,53.829
2019,0.0889663647822382,0.0632476838136261,9.66434733072917,NA,6.33333333333333,9.33333333333333,4.66666666666667,5.33333333333333,1.65794972229285,1.65830381094588,1.88400071646962,1.88695355403415,49.64
